PMID	genename	PTOterm	sent
19211695	AtJMT	fill grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	fill grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	spikelet number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	spikelet number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	spikelet number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	spikelet number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	spikelet number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	spikelet number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	spikelet number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	grain number	Grain yield was greatly reduced in Ubi1:AtJMT plants due to a lower numbers of spikelets and lower filling rates than were observed for nontransgenic (NT) controls.
19211695	AtJMT	anther number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	anther number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	anther number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	anther number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	anther number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	anther number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	anther number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	spikelet number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	spikelet number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	spikelet number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	spikelet number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	spikelet number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	spikelet number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	spikelet number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	pistil number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	pistil number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	pistil number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	pistil number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	pistil number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	pistil number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	pistil number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	lodicule number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	lodicule number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	lodicule number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	lodicule number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	lodicule number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	lodicule number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	lodicule number	Ubi1:AtJMT plants had altered numbers of spikelet organs, including the lemma/palea, lodicule, anther, and pistil.
19211695	AtJMT	panicle number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	panicle number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	panicle number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	panicle number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	panicle number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	panicle number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	panicle number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	spikelet number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	spikelet number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	spikelet number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	spikelet number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	spikelet number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	spikelet number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	spikelet number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	grain number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	grain number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
19211695	AtJMT	grain number	The loss of grain yield and alteration in spikelet organ numbers were reproduced by treating NT plants with exogenous MeJA, indicating that increased levels of MeJA in Ubi1:AtJMT panicles inhibited spikelet development.
